Country,Year,State,Type of Region,Month,Peak electricity demand (UOM:MW(MegaWatt)) |Scaling Factor:1,Peak electricity met (UOM:MW(MegaWatt)) |Scaling Factor:1,"Peak Electricity Demand Not Met (UOM:MW(Megawatt)), Scaling Factor:1","Percentage Of Peak Electricity Demand Not Met (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"June, 2020",145.454,119,26.45,18.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"June, 2020",1798,1798,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"June, 2020",5721.055984,5718.054006,3,0.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"June, 2020",363,363,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"June, 2020",3677.2866,3676,1.29,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"June, 2020",6314,6314,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"June, 2020",516.0819638,515,1.08,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"June, 2020",15924,15924,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"June, 2020",10308,10308,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"June, 2020",1423,1423,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"June, 2020",1370.265295,1368.349606,1.92,0.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"June, 2020",10689.10167,10670,19.1,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"June, 2020",3307.9858,3291.9048,16.08,0.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"June, 2020",9.876,9.876,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"June, 2020",9124,9124,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"June, 2020",19428.7977,19422,6.8,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"June, 2020",220,201,19,9.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"June, 2020",335,335,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"June, 2020",101,101,0,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"June, 2020",150.829,143,7.83,5.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"June, 2020",4297.267483,4292.760085,4.51,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"June, 2020",414.295593,414.295593,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"June, 2020",12683,12683,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"June, 2020",12755,12755,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"June, 2020",84.45729943,84.405601,0.05,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"June, 2020",14590.8231,14590.8231,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"June, 2020",8742.653,8723,19.65,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"June, 2020",844.1785,844,0.18,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"June, 2020",287,287,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"June, 2020",22109.5,22109.5,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"June, 2020",1942,1942,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"June, 2020",8088.679064,8072.7032,15.98,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"May, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"May, 2020",10102.111,10101,1.11,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"May, 2020",108,108,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"May, 2020",1925.747,1663,262.75,14.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"May, 2020",5334.629064,5332.296185,2.33,0.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"May, 2020",297,297,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"May, 2020",3736,3736,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"May, 2020",5464,5464,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"May, 2020",512.7174767,512,0.72,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"May, 2020",15588.9046,15578,10.9,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"May, 2020",8011,8011,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"May, 2020",1312,1312,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"May, 2020",1396.609009,1396.242495,0.37,0.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"May, 2020",11026.61833,10999,27.62,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"May, 2020",3820.7624,3700.5464,120.22,3.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"May, 2020",10.62,10.62,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"May, 2020",10173,10173,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"May, 2020",21500.56025,21463,37.56,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"May, 2020",208.34,189,19.34,9.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"May, 2020",322,322,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"May, 2020",106,106,0,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"May, 2020",135.7,133,2.7,2.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"May, 2020",4023.747148,4023.747148,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"May, 2020",422.031708,422.031708,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"May, 2020",8201,8201,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"May, 2020",12050,12050,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"May, 2020",87.720083,87.720083,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"May, 2020",14062.4915,14020.6115,41.88,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"May, 2020",9133.706,9114,19.71,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"May, 2020",640.63,640,0.63,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"May, 2020",284,284,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"May, 2020",21330.86,21330.86,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"May, 2020",1797,1797,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"May, 2020",7562.451754,7553.147804,9.3,0.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"April, 2020",8597.828,8595,2.83,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"April, 2020",76.602,74,2.6,3.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"April, 2020",1633.77,1419,214.77,13.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"April, 2020",4725.326035,4724.912605,0.41,0.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"April, 2020",154,154,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"April, 2020",3473,3473,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"April, 2020",3362,3362,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"April, 2020",479.50295,479,0.5,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"April, 2020",13508,13508,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"April, 2020",6422,6422,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"April, 2020",900,900,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"April, 2020",1291.867844,1291.077059,0.79,0.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"April, 2020",11516,11516,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"April, 2020",3915.2498,3775.1528,140.1,4.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"April, 2020",10.165,10.165,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"April, 2020",9148.596391,9139,9.6,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"April, 2020",18694.60875,18675,19.61,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"April, 2020",215.622,188,27.62,13.00%
India,"Financial Year (Apr - Mar), 2020",Meghalaya,North East Region,"April, 2020",261,261,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Mizoram,North East Region,"April, 2020",102,102,0,0.00%
India,"Financial Year (Apr - Mar), 2020",NagalAnd,North East Region,"April, 2020",142.228,130,12.23,9.00%
India,"Financial Year (Apr - Mar), 2020",Odisha,Eastern Region,"April, 2020",3636.47016,3636.151996,0.32,0.00%
India,"Financial Year (Apr - Mar), 2020",Puducherry,Southern Region,"April, 2020",302.0985443,301.991211,0.11,0.00%
India,"Financial Year (Apr - Mar), 2020",Punjab,Northern Region,"April, 2020",5113,5113,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Rajasthan,Northern Region,"April, 2020",9304,9304,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Sikkim,Eastern Region,"April, 2020",93.974573,93.974573,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Tamil Nadu,Southern Region,"April, 2020",11435.10353,11397.9342,37.17,0.00%
India,"Financial Year (Apr - Mar), 2020",Telangana,Southern Region,"April, 2020",10014,10014,0,0.00%
India,"Financial Year (Apr - Mar), 2020",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"April, 2020",421,421,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Tripura,North East Region,"April, 2020",259.078,259,0.08,0.00%
India,"Financial Year (Apr - Mar), 2020",Uttar Pradesh,Northern Region,"April, 2020",16889,16889,0,0.00%
India,"Financial Year (Apr - Mar), 2020",UttarakhAnd,Northern Region,"April, 2020",1233,1233,0,0.00%
India,"Financial Year (Apr - Mar), 2020",West Bengal,Eastern Region,"April, 2020",7114.931498,7108.711376,6.22,0.00%
India,"Financial Year (Apr - Mar), 2019",Andaman And Nicobar IslAnds,Eastern Region,"March, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2019",Andhra Pradesh,Southern Region,"March, 2020",10224.64416,10207,17.64,0.00%
India,"Financial Year (Apr - Mar), 2019",Arunachal Pradesh,North East Region,"March, 2020",153.823,128,25.82,17.00%
India,"Financial Year (Apr - Mar), 2019",Assam,North East Region,"March, 2020",1676.98,1430,246.98,15.00%
India,"Financial Year (Apr - Mar), 2019",Bihar,Eastern Region,"March, 2020",4145.950685,4145.950685,0,0.00%
India,"Financial Year (Apr - Mar), 2019",ChAndigarh,Northern Region,"March, 2020",218,218,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Chhattisgarh,Western Region,"March, 2020",3989,3989,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Delhi,Northern Region,"March, 2020",3775,3775,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Goa,Western Region,"March, 2020",610.27945,609.64,0.64,0.00%
India,"Financial Year (Apr - Mar), 2019",Gujarat,Western Region,"March, 2020",16816,16816,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Haryana,Northern Region,"March, 2020",6338,6338,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Himachal Pradesh,Northern Region,"March, 2020",1656,1656,0,0.00%
India,"Financial Year (Apr - Mar), 2019",JharkhAnd,Eastern Region,"March, 2020",1273.529941,1273.529941,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Karnataka,Southern Region,"March, 2020",13271.50841,13258,13.51,0.00%
India,"Financial Year (Apr - Mar), 2019",Kerala,Southern Region,"March, 2020",4178.26039,4170.71,7.55,0.00%
India,"Financial Year (Apr - Mar), 2019",Lakshadweep,Southern Region,"March, 2020",8,8,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Madhya Pradesh,Western Region,"March, 2020",12144,12144,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Maharashtra,Western Region,"March, 2020",24012,24012,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Manipur,North East Region,"March, 2020",210.48,200,10.48,5.00%
India,"Financial Year (Apr - Mar), 2019",Meghalaya,North East Region,"March, 2020",343.103,343,0.1,0.00%
India,"Financial Year (Apr - Mar), 2019",Mizoram,North East Region,"March, 2020",111,111,0,0.00%
India,"Financial Year (Apr - Mar), 2019",NagalAnd,North East Region,"March, 2020",156.915,142,14.92,10.00%
India,"Financial Year (Apr - Mar), 2019",Odisha,Eastern Region,"March, 2020",3829.665319,3823.977153,5.69,0.00%
India,"Financial Year (Apr - Mar), 2019",Puducherry,Southern Region,"March, 2020",410.8907398,410.795105,0.1,0.00%
India,"Financial Year (Apr - Mar), 2019",Punjab,Northern Region,"March, 2020",5758,5758,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Rajasthan,Northern Region,"March, 2020",13599,13599,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Sikkim,Eastern Region,"March, 2020",108.5226944,108.200797,0.32,0.00%
India,"Financial Year (Apr - Mar), 2019",Tamil Nadu,Southern Region,"March, 2020",15346.79,15346.79,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Telangana,Southern Region,"March, 2020",12941,12941,0,0.00%
India,"Financial Year (Apr - Mar), 2019",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"March, 2020",1166.6482,1166,0.65,0.00%
India,"Financial Year (Apr - Mar), 2019",Tripura,North East Region,"March, 2020",253.586,252,1.59,1.00%
India,"Financial Year (Apr - Mar), 2019",Uttar Pradesh,Northern Region,"March, 2020",14592.17,14592.17,0,0.00%
India,"Financial Year (Apr - Mar), 2019",UttarakhAnd,Northern Region,"March, 2020",1892,1892,0,0.00%
India,"Financial Year (Apr - Mar), 2019",West Bengal,Eastern Region,"March, 2020",7148.663103,7148.663103,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Andaman And Nicobar IslAnds,Eastern Region,"February, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2019",Andhra Pradesh,Southern Region,"February, 2020",9966.280739,9954,12.28,0.00%
India,"Financial Year (Apr - Mar), 2019",Arunachal Pradesh,North East Region,"February, 2020",157.987,130.42,27.57,17.00%
India,"Financial Year (Apr - Mar), 2019",Assam,North East Region,"February, 2020",1603.186,1370.14,233.05,15.00%
India,"Financial Year (Apr - Mar), 2019",Bihar,Eastern Region,"February, 2020",4280.163103,4280.163103,0,0.00%
India,"Financial Year (Apr - Mar), 2019",ChAndigarh,Northern Region,"February, 2020",297,297,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Chhattisgarh,Western Region,"February, 2020",4033.0455,4026,7.05,0.00%
India,"Financial Year (Apr - Mar), 2019",Delhi,Northern Region,"February, 2020",4447,4447,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Goa,Western Region,"February, 2020",609,609,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Gujarat,Western Region,"February, 2020",16538,16538,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Haryana,Northern Region,"February, 2020",7520,7520,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Himachal Pradesh,Northern Region,"February, 2020",1742,1742,0,0.00%
India,"Financial Year (Apr - Mar), 2019",JharkhAnd,Eastern Region,"February, 2020",1331.026353,1331.026353,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Karnataka,Southern Region,"February, 2020",13031.45318,13001,30.45,0.00%
India,"Financial Year (Apr - Mar), 2019",Kerala,Southern Region,"February, 2020",4042.564043,3953.5228,89.04,2.00%
India,"Financial Year (Apr - Mar), 2019",Lakshadweep,Southern Region,"February, 2020",8,8,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Madhya Pradesh,Western Region,"February, 2020",14886.1955,14855,31.2,0.00%
India,"Financial Year (Apr - Mar), 2019",Maharashtra,Western Region,"February, 2020",24550,24550,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Manipur,North East Region,"February, 2020",226.245,216.44,9.81,4.00%
India,"Financial Year (Apr - Mar), 2019",Meghalaya,North East Region,"February, 2020",369.899,369.899,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Mizoram,North East Region,"February, 2020",132.679,132.48,0.2,0.00%
India,"Financial Year (Apr - Mar), 2019",NagalAnd,North East Region,"February, 2020",164.37,150,14.37,9.00%
India,"Financial Year (Apr - Mar), 2019",Odisha,Eastern Region,"February, 2020",4018.154951,4017.451897,0.7,0.00%
India,"Financial Year (Apr - Mar), 2019",Puducherry,Southern Region,"February, 2020",401.6374416,401.412811,0.22,0.00%
India,"Financial Year (Apr - Mar), 2019",Punjab,Northern Region,"February, 2020",7078,7078,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Rajasthan,Northern Region,"February, 2020",14277,14277,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Sikkim,Eastern Region,"February, 2020",114.390186,114.390186,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Tamil Nadu,Southern Region,"February, 2020",14767.76908,14754.5867,13.18,0.00%
India,"Financial Year (Apr - Mar), 2019",Telangana,Southern Region,"February, 2020",13168,13168,0,0.00%
India,"Financial Year (Apr - Mar), 2019",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"February, 2020",1160.60375,1160,0.6,0.00%
India,"Financial Year (Apr - Mar), 2019",Tripura,North East Region,"February, 2020",222.3,222.3,0,0.00%
India,"Financial Year (Apr - Mar), 2019",Uttar Pradesh,Northern Region,"February, 2020",16777,16627,150,1.00%
India,"Financial Year (Apr - Mar), 2019",UttarakhAnd,Northern Region,"February, 2020",2233,2233,0,0.00%
India,"Financial Year (Apr - Mar), 2019",West Bengal,Eastern Region,"February, 2020",6484.107102,6482.405471,1.7,0.00%
India,"Financial Year (Apr - Mar), 2019",Andaman And Nicobar IslAnds,Eastern Region,"January, 2020",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2019",Andhra Pradesh,Southern Region,"January, 2020",9607.706775,9605,2.71,0.00%
India,"Financial Year (Apr - Mar), 2019",Arunachal Pradesh,North East Region,"January, 2020",124.683,117.24,7.44,6.00%
India,"Financial Year (Apr - Mar), 2019",Assam,North East Region,"January, 2020",1581.858,1366.46,215.4,14.00%
India,"Financial Year (Apr - Mar), 2019",Bihar,Eastern Region,"January, 2020",4571.38236,4571.38236,0,0.00%
